ContractID,ContractType,Department,VendorID,ContractValue,PaymentTerms,Payment_Method,TransactionDate,IsFraud
251,Supply,Port,v2,4507.34,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
252,Maintenance,Engineering,v5,78785.71,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
253,Services,Port,v1,80406.68,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
254,Services,Port,v5,42211.62,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
255,Construction,Port,v3,62493.24,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
256,Maintenance,Engineering,v1,79003.47,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",false
257,Supply,Engineering,v3,341.65,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
258,Supply,Engineering,v4,24466.29,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",true
259,Supply,Public Works,v1,84779.6,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
260,Services,Port,v5,7806.96,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
261,Supply,Bridge and Highway,v1,45967.66,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
262,Supply,Engineering,v2,9122.46,Net 30,Bank Transfer,"error: invalid date ""2022-10-31""",true
263,Services,Bridge and Highway,v1,98023.75,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
264,Supply,Bridge and Highway,v3,25920.21,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
265,Services,Engineering,v5,37830.8,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
266,Supply,Engineering,v3,5273.88,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
267,Services,Engineering,v2,20132.39,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
268,Services,Engineering,v5,8109.26,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
269,Services,Public Works,v5,37685.72,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
270,Services,Engineering,v5,64155.8,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
271,Services,Bridge and Highway,v4,67830.6,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
272,Construction,Bridge and Highway,v3,39302.24,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
273,Construction,Airport,v5,36346.94,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
274,Supply,Engineering,v1,21417.56,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
275,Supply,Public Works,v2,53813.85,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
276,Services,Port,v1,68056.31,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
277,Services,Engineering,v1,58839.16,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
278,Supply,Engineering,v4,23443.36,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
279,Services,Port,v3,47557.84,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
280,Maintenance,Engineering,v3,92890.65,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
281,Supply,Airport,v3,77731.81,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
282,Supply,Public Works,v4,88805.6,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
283,Supply,Airport,v5,79394.94,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
284,Construction,Engineering,v1,53190.5,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
285,Services,Bridge and Highway,v4,52906.38,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
286,Services,Public Works,v4,65519.41,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
287,Services,Bridge and Highway,v1,58582.18,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
288,Services,Transportation,v2,92757.75,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
289,Maintenance,Airport,v2,28101.4,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
290,Supply,Engineering,v3,82598.83,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
291,Supply,Engineering,v1,9408.37,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
292,Supply,Bridge and Highway,v5,99166.78,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
293,Maintenance,Airport,v5,79848.91,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
294,Services,Transportation,v1,98293.98,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
295,Supply,Engineering,v3,13113.73,Net 30,Bank Transfer,"error: invalid date ""2022-10-31""",true
296,Services,Engineering,v5,10269.23,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",true
297,Services,Engineering,v5,67267.52,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
298,Services,Bridge and Highway,v2,36175.5,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
299,Supply,Airport,v1,87941.3,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
300,Services,Engineering,v2,75527.33,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",false
301,Supply,Bridge and Highway,v3,60357.97,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
302,Supply,Engineering,v5,87205.81,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
303,Supply,Engineering,v4,30429.61,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
304,Construction,Port,v2,40388.79,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",true
305,Services,Engineering,v1,2861.82,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
306,Supply,Public Works,v1,83672.66,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",true
307,Supply,Engineering,v3,89851.31,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
308,Supply,Engineering,v1,75682.35,Net 30,Bank Transfer,"error: invalid date ""2022-10-31""",false
309,Services,Public Works,v4,41495.97,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
310,Supply,Port,v2,14330.34,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
311,Services,Airport,v3,71750.37,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
312,Services,Public Works,v5,192.06,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
313,Services,Port,v5,64854.58,Net 30,PayPal,"error: invalid date ""2022-10-31""",false
314,Supply,Engineering,v4,51660.7,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
315,Services,Engineering,v5,62423.1,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
316,Services,Engineering,v2,95789.19,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
317,Services,Airport,v1,75519.91,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
318,Services,Public Works,v1,6280.54,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
319,Services,Public Works,v1,18216.35,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
320,Construction,Engineering,v2,35985.91,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
321,Construction,Engineering,v2,77494.04,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
322,Supply,Engineering,v2,89394.05,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",false
323,Maintenance,Public Works,v5,87401.65,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
324,Services,Bridge and Highway,v5,36456.62,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
325,Services,Engineering,v2,9052.98,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
326,Services,Public Works,v2,52946.65,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
327,Construction,Public Works,v3,83140.41,Net 30,Credit Card,"error: invalid date ""2022-10-31""",false
328,Construction,Bridge and Highway,v3,23231.86,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
329,Supply,Engineering,v4,12350.96,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",false
330,Supply,Engineering,v5,33716.71,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
331,Services,Engineering,v5,54497.55,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
332,Services,Bridge and Highway,v5,50683.21,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
333,Supply,Engineering,v1,98748.45,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
334,Supply,Engineering,v1,41991.38,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
335,Supply,Engineering,v3,29921.48,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
336,Services,Public Works,v2,88901.77,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
337,Services,Airport,v5,88824.67,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
338,Supply,Engineering,v4,97578.01,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
339,Maintenance,Engineering,v2,46932.52,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
340,Supply,Engineering,v2,7259.98,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
341,Supply,Bridge and Highway,v1,24950.67,Net 30,PayPal,"error: invalid date ""2022-10-31""",true
342,Services,Engineering,v2,35898.85,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",true
343,Construction,Public Works,v5,6685.34,Net 30,PayPal,"error: invalid date ""2022-10-31""",true
344,Maintenance,Transportation,v2,63859.54,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
345,Construction,Engineering,v5,18297.43,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
346,Supply,Public Works,v1,25447.89,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
347,Supply,Engineering,v4,31498.78,Net 30,Bank Transfer,"error: invalid date ""2022-10-31""",false
348,Services,Engineering,v3,50168.42,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
349,Supply,Transportation,v3,54152.61,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
350,Construction,Public Works,v4,88701.99,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
351,Supply,Airport,v5,7670.83,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
352,Services,Engineering,v1,95361.17,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
353,Construction,Engineering,v5,72747.34,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
354,Supply,Airport,v1,46691.2,Net 30,PayPal,"error: invalid date ""2022-10-31""",false
355,Services,Port,v4,15425.34,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
356,Services,Transportation,v5,85110.58,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
357,Supply,Bridge and Highway,v1,27787.3,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
358,Services,Airport,v4,29406.7,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
359,Maintenance,Engineering,v5,32861.01,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
360,Supply,Engineering,v5,97339.85,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
361,Maintenance,Bridge and Highway,v4,52059.83,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
362,Services,Public Works,v5,59326.36,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
363,Services,Airport,v5,35054.75,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
364,Services,Airport,v5,97449.32,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
365,Maintenance,Airport,v3,86945.18,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
366,Supply,Port,v4,57572.86,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
367,Supply,Transportation,v2,55577.07,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
368,Construction,Airport,v4,19325.69,Net 30,PayPal,"error: invalid date ""2022-10-31""",true
369,Services,Engineering,v5,76686.46,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
370,Services,Bridge and Highway,v5,86276.34,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
371,Services,Engineering,v1,23459.09,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
372,Supply,Bridge and Highway,v1,15102.08,Net 30,PayPal,"error: invalid date ""2022-10-31""",false
373,Supply,Bridge and Highway,v2,3785.56,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
374,Construction,Public Works,v1,43668.81,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
375,Supply,Port,v2,45108.64,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
376,Supply,Port,v4,963.47,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
377,Supply,Engineering,v5,53432.22,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
378,Construction,Engineering,v2,1089.77,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
379,Supply,Port,v4,37098.8,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
380,Maintenance,Engineering,v5,51494.7,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",true
381,Maintenance,Bridge and Highway,v5,53288.3,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
382,Services,Bridge and Highway,v5,46071.07,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
383,Services,Public Works,v5,18124.74,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
384,Services,Public Works,v5,98220.38,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
385,Services,Port,v4,25549.38,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
386,Services,Bridge and Highway,v4,62928.98,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
387,Supply,Public Works,v4,9176.63,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
388,Supply,Engineering,v5,86115.87,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
389,Supply,Bridge and Highway,v5,45854.99,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
390,Construction,Public Works,v4,48360.17,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
391,Services,Engineering,v1,24467.78,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
392,Services,Airport,v5,28203.66,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
393,Services,Engineering,v3,33091.39,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
394,Supply,Engineering,v1,42538.68,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
395,Construction,Port,v2,47236.53,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
396,Services,Public Works,v2,96705.98,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
397,Services,Engineering,v1,96234.06,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
398,Supply,Engineering,v4,45526.95,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
399,Services,Engineering,v3,25857.16,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
400,Services,Airport,v5,60853.89,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
401,Maintenance,Airport,v2,1390.88,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
402,Services,Engineering,v5,78554.86,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
403,Services,Engineering,v1,81245.45,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
404,Supply,Bridge and Highway,v2,59805.55,Net 30,PayPal,"error: invalid date ""2022-10-31""",true
405,Services,Engineering,v1,54000.13,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
406,Construction,Port,v5,7379.21,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
407,Supply,Engineering,v5,25881.89,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
408,Services,Public Works,v1,5238.63,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
409,Services,Public Works,v5,43094.89,Net 30,PayPal,"error: invalid date ""2022-10-31""",false
410,Maintenance,Airport,v3,96891.06,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",true
411,Supply,Port,v2,87312.82,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
412,Construction,Airport,v5,44937.27,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",true
413,Construction,Public Works,v5,76576.17,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
414,Construction,Engineering,v3,95303.12,Net 30,Credit Card,"error: invalid date ""2022-10-31""",false
415,Supply,Engineering,v5,4668.29,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
416,Construction,Public Works,v1,90623.89,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
417,Supply,Engineering,v5,4606.36,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
418,Maintenance,Engineering,v2,818.4,Net 30,PayPal,"error: invalid date ""2022-10-31""",false
419,Construction,Bridge and Highway,v5,10938.47,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
420,Supply,Engineering,v1,50787.08,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
421,Services,Airport,v4,5518.95,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
422,Services,Engineering,v2,10873.51,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
423,Services,Engineering,v5,8728.99,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
424,Supply,Engineering,v4,34308.22,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
425,Services,Bridge and Highway,v2,76041.83,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",false
426,Services,Public Works,v1,21231.27,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
427,Supply,Airport,v5,29251.17,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
428,Supply,Bridge and Highway,v2,26995.71,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
429,Maintenance,Bridge and Highway,v3,2131.76,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
430,Services,Bridge and Highway,v2,76076.82,Net 30,Bank Transfer,"error: invalid date ""2022-10-31""",true
431,Services,Port,v1,5587.33,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
432,Services,Engineering,v1,43502.44,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",false
433,Services,Engineering,v2,90629.86,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
434,Supply,Bridge and Highway,v4,87342.78,Net 30,Credit Card,"error: invalid date ""2022-10-31""",false
435,Supply,Engineering,v1,6048.55,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
436,Supply,Transportation,v1,94077.49,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
437,Services,Engineering,v3,27329.54,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
438,Services,Public Works,v2,55929.25,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
439,Construction,Public Works,v2,58794.49,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
440,Services,Transportation,v5,27563.18,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
441,Services,Port,v4,25209.5,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
442,Maintenance,Port,v4,47539.39,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
443,Supply,Bridge and Highway,v1,58229.09,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
444,Maintenance,Transportation,v4,34138.49,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
445,Services,Engineering,v1,1716.18,Net 30,Credit Card,"error: invalid date ""2022-10-31""",false
446,Maintenance,Port,v1,80920.36,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
447,Construction,Public Works,v5,12057.06,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
448,Services,Public Works,v1,4517.85,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
449,Services,Bridge and Highway,v2,48473.9,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
450,Maintenance,Engineering,v5,59777.78,Net 30,Bank Transfer,"error: invalid date ""2022-10-31""",false
451,Services,Port,v1,11119.27,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
452,Services,Airport,v3,4317.04,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
453,Maintenance,Engineering,v5,13980.92,Net 30,Bank Transfer,"error: invalid date ""2022-10-31""",true
454,Construction,Bridge and Highway,v1,7573.8,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
455,Supply,Public Works,v4,85359.0,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
456,Supply,Public Works,v1,4615.7,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
457,Services,Engineering,v4,68483.12,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
458,Supply,Bridge and Highway,v3,90014.32,Net 30,PayPal,"error: invalid date ""2022-10-31""",false
459,Supply,Public Works,v4,29090.21,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",true
460,Supply,Port,v1,32716.18,Net 45,PayPal,"error: invalid date ""2022-10-31""",false
461,Construction,Port,v5,19976.16,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
462,Supply,Public Works,v1,22111.11,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
463,Supply,Engineering,v3,87317.7,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
464,Supply,Engineering,v5,44062.52,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
465,Services,Engineering,v1,14580.43,Net 30,PayPal,"error: invalid date ""2022-10-31""",false
466,Services,Engineering,v5,43052.61,Net 60,Credit Card,"error: invalid date ""2022-10-31""",false
467,Services,Engineering,v1,37780.92,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
468,Supply,Airport,v2,74450.02,Net 30,Credit Card,"error: invalid date ""2022-10-31""",false
469,Supply,Public Works,v2,32573.24,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
470,Supply,Port,v5,94569.11,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
471,Supply,Engineering,v2,46725.68,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
472,Services,Airport,v1,87071.48,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
473,Supply,Airport,v1,11722.4,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
474,Services,Port,v5,89782.48,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
475,Supply,Bridge and Highway,v1,10453.73,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
476,Supply,Engineering,v5,38100.27,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
477,Construction,Public Works,v2,66603.91,Net 45,Credit Card,"error: invalid date ""2022-10-31""",true
478,Services,Public Works,v2,13780.56,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
479,Services,Engineering,v1,52646.41,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
480,Services,Engineering,v2,26010.36,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
481,Supply,Bridge and Highway,v1,4279.96,Net 30,PayPal,"error: invalid date ""2022-10-31""",true
482,Services,Engineering,v2,47760.9,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",false
483,Services,Bridge and Highway,v5,17186.98,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
484,Services,Public Works,v4,57093.0,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",false
485,Construction,Engineering,v1,3671.69,Net 45,Credit Card,"error: invalid date ""2022-10-31""",false
486,Maintenance,Engineering,v4,23852.47,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
487,Construction,Transportation,v1,91689.91,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",true
488,Construction,Airport,v1,33132.78,Net 30,Bank Transfer,"error: invalid date ""2022-10-31""",false
489,Maintenance,Engineering,v1,43292.33,Net 60,Credit Card,"error: invalid date ""2022-10-31""",true
490,Services,Public Works,v5,57315.62,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",true
491,Maintenance,Bridge and Highway,v3,45015.65,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",true
492,Services,Public Works,v3,96112.89,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
493,Services,Engineering,v5,95065.91,Net 45,PayPal,"error: invalid date ""2022-10-31""",true
494,Services,Bridge and Highway,v1,60336.06,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
495,Construction,Bridge and Highway,v5,81484.74,Net 60,PayPal,"error: invalid date ""2022-10-31""",false
496,Construction,Engineering,v5,9365.97,Net 30,Credit Card,"error: invalid date ""2022-10-31""",true
497,Supply,Public Works,v2,27603.64,Net 45,Bank Transfer,"error: invalid date ""2022-10-31""",true
498,Services,Engineering,v5,33166.83,Net 30,PayPal,"error: invalid date ""2022-10-31""",true
499,Supply,Bridge and Highway,v1,55431.62,Net 60,Bank Transfer,"error: invalid date ""2022-10-31""",false
500,Services,Airport,v4,66941.75,Net 60,PayPal,"error: invalid date ""2022-10-31""",true
501,Services,Public Works,v5,77348.16,Net 30,Credit Card,"error: invalid date ""2022-10-31""",false
